type,name,label::English (en),hint::English (en),required,appearance,constraint_message,relevant,constraint,body::accept,guidance_hint
select_one ed5dt93,NcMethod_pop25,How was Nc calculated in THIS population?,,true,,,${nc_pops_exists} = 'yes' and ${NcType_pop25} != 'unknown',,,
select_one gn04r19,NcRange_pop25,Whats the range of the Nc for population 25?,,true,,,${NcType_pop25} = 'Nc_range',,,
text,NcRangeDetails_pop25,If a more detailed range is available please enter it here.,,false,,,${NcRange_pop25} != '' or ${NcType_pop25} = 'Nc_range',,,
integer,NcPoint_pop25,"If known, what is the census population size (Nc) for population 25? (POINT ESTIMATE)",If you have a confidence interval include it in next questions.,true,,"the Nc can't be negative, and only -999 is accepted if the Nc is not avilable (NA)",${NcType_pop25} = 'Nc_point',. = -999 or . > 0,,
decimal,NcLower_pop25,"If available, which is the LOWER limit of the Nc confidence interval for population 25?","This should be the lower value of the 95% Confidence Interval. If that is unavailable, leave this question blank and please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the lower Nc limit can't be negative and has to be lower than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop25} != '',(. = -999 or . > 0) and . < ${NcPoint_pop25},,
decimal,NcUpper_pop25,"If available, which is the UPPER limit of the Nc confidence interval for population 25?","This should be the upper value of the 95% Confidence Interval. If that is unavailable, please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,the upper Nc limit can't be negative and has to be larger than the Nc. Only -999 is accepted if this value is unknown (NA),${NcPoint_pop25} != '',(. = -999 or. > 0) and (. = -999 or . > ${NcPoint_pop25}),,
text,SourceNc_pop25,"Please list all relevant sources of census size information (literature reference, website link, expert consultation) for THIS population",Please separate sources using a semicolon (;),true,multiline,,${nc_pops_exists} = 'yes' and ${NcType_pop25} != 'unknown',,,
text,Comments_pop25,Any additional comments or notes regarding the information that has been provided or why it could not be for population 25?,,false,,,${n_extant_populations} >= 25,,,
end_group,,,,,,,,,,
end_group,,,,,,,,,,
begin_group,section6,Section 6:  Ne data for the Entire Species Within South Africa when there is no population-level data,,false,,,${popsize_data} = 'data_for_species',,,
note,section6_note,This section should ONLY be completed if there is data on the number of individuals for the ENTIRE SPECIES; and SHOULD NOT be completed if individual population size data exists.,,false,,,,,,
select_one tz4yc72,national_endemic,Is this species a national endemic?,Occurs no where else other than South Africa,true,,,,,,
integer,sa_percent,What percentage of the species occurs in South Africa?,"Note: Occurs refers to where the individuals breed and/or spend the majority of their time. Please record a number between 0-100. If an approximate percentage cannot be estimated, enter -999.",false,,,${national_endemic} = 'no',,,
select_one wt5id91,sp_whole_or_part,"Is the census size estimated for the species as a whole (i.e., across all transboundary countries) or only for the portion within South Africa?",,false,,,${national_endemic} = 'no',,,
select_one uz6tk65,nc_type_sp, Is the census size available as a range or point estimate?,,true,,,,,,
select_one gn04r19,nc_range_sp,What is the range of Nc for the species?,,true,,,${nc_type_sp} = 'Nc_range',,,
text,nc_range_details_sp,"If a more detailed range is available, please enter it here.",,false,,,${nc_type_sp} = 'Nc_range',,,
integer,nc_point_sp,What is the census size (Nc) for the species? (POINT ESTIMATE),If you have a confidence interval include it in next questions. Leave blank if Nc was not quantitatively estimated.,true,,,${nc_type_sp} = 'Nc_point',,,
decimal,nc_lower_sp,"If available, which is the LOWER limit of the Nc confidence interval for the species?","This should be the lower value of the 95% Confidence Interval. If that is unavailable, please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,,${nc_point_sp} != '',,,
decimal,nc_upper_sp,"If available, which is the UPPER limit of the Nc confidence interval for the species?","This should be the upper value of the 95% Confidence Interval. If that is unavailable, please record the confidence interval used (e.g. 90%) in the 'ANY ADDITIONAL COMMENTS OR NOTES' question at the end of the Section.",false,,,${nc_point_sp} != '',,,
text,nc_year_sp,In what year was Nc estimated for the species?,"Please state the year when the sampling was done, not when it was published",true,,,,,,
select_one ed5dt93,Nc_method_sp,How was Nc calculated for the species?,,false,,,${nc_year_sp} != '',,,
text,source_nc,"Source of species census size information (literature reference, website link, expert consultation)","Please list all relevant sources used in acquiring the species information separated by a semi-colon (;). It is advised that all referenced documents are saved to a species specific folder in your personal records in case further consultation is required. If information was based on expert consultation, please provide name of expert(s).",true,multiline,,,,,
text,section6_comments,ANY ADDITIONAL COMMENTS OR NOTES with respect to the information provided in this Section.,"E.g.,  record the confidence interval used for the point estimate if not 95%.",false,,,,,,
end_group,,,,,,,,,,
begin_group,section7,Section 7: Genetic monitoring indicator,,false,,,,,,
note,section7_note,Questions in this section will contribute towards quantifying the genetic monitoring indicator - Number of species and populations in which genetic diversity is being monitored using DNA based methods. See [guidelines](https://ccgenetics.github.io/guidelines-genetic-diversity-indicators/docs/2\_Theoretical\_background/DNA-based-monitoring-indicator.html) for details,,false,,,,,,
select_one on0of03,gen_studies,Have genetic studies been conducted involving the species? See [guidelines](https://ccgenetics.github.io/guidelines-genetic-diversity-indicators/docs/7\_Glossary/Glossary.html#genetic-studies) for definitions,,true,,,,,,
select_one xv1ub68,temp_gen_monitoring,Has temporal genetic monitoring been conducted for one or more populations of this species?,A temporal comparison using at least two time points of various genetic diversity metrics for the species. See [guidelines](https://ccgenetics.github.io/guidelines-genetic-diversity-indicators/docs/7\_Glossary/Glossary.html#temporal-genetic-monitoring) for details,true,,,,,,
text,gen_monitoring_years,"If yes, what years did this take place?",,true,,,${temp_gen_monitoring} = 'yes',,,
text,source_genetic_studies,"Please cite all data sources for the genetic studies (literature reference, website link, expert consultation) separated by two colons (::).",,true,multiline,,${temp_gen_monitoring} = 'yes',,,
end_group,,,,,,,,,,
begin_group,section8,Section 8: Other Species Information,,false,,,,,,
note,section8_note,"While the answers to the questions in this section will not directly contribute to quantifying any of the genetic diversity indicators being investigated, they will help refine metrics, such as the Ne:Nc ratio, and provide contextual information on the type of species being assessed (e.g., threatened status, life history classifications) which could be informative to countries in their national reporting.",,false,,,,,,
select_one xe8jh68,sa_endemic,Is the species a national endemic?,"If the species is extinct, was if a national endemic?",false,,,${popsize_data} = 'insuff_data_species' or ${nc_pops_exists} = 'no' or ${ne_pops_exists} = 'ne_available',,,
select_multiple pr0df19,realm,Realm [see definition](https://ccgenetics.github.io/guidelines-genetic-diversity-indicators/docs/7\_Glossary/Glossary.html#realm),Select all that apply,true,,,,,,
select_multiple in8fv02,IUCN_habitat,IUCN Habitat Classification [see definition](https://ccgenetics.github.io/guidelines-genetic-diversity-indicators/docs/7\_Glossary/Glossary.html#iucn-habitat-classification),IUCN (2012) IUCN Habitat Classification Scheme. https://www.iucnredlist.org/resources/habitat-classification-scheme. Select all that apply.,true,,,,,,
text,other_habitat,Other habitat data,"Please feel free to elaborate further on the habitat (sub-types) of the species. E.g., Wetland may be broken down further into streams/rivers, and lakes,. Beaches fall under  Marine Intertidal.",false,,,,,,
select_one qh7wb89,species_range,Species Range [see definitions](https://ccgenetics.github.io/guidelines-genetic-diversity-indicators/docs/7\_Glossary/Glossary.html#species-range),"Wide-ranging: an EOO greater than 20 000 km2 (based on IUCN Criterion B1) or present in more than one-third of a country's 20-km grid squares (following Katayama et al. 2014 PLoSOne study).   Restricted: an EOO < 20 000 km2 or an AOO < 2 000 km2. A list of restricted species compiled using KBA criteria (i.e.IUCN Criteria B2) can be found online from https://www.keybiodiversityareas.org/working-with-kbas/proposing-updating/criteria-tools; however, it is recognized that not all restricted species will be included in this list.",true,,,,,,
select_one gz8fx05,rarity,Is the species rare? [see definitions](https://ccgenetics.github.io/guidelines-genetic-diversity-indicators/docs/7\_Glossary/Glossary.html#rare-species),Rare: Low densities of individuals: Species always occurs as single individuals or very small subpopulations (typically fewer than 50 mature individuals) scattered over a wide area,true,,,,,,
select_one hw2jd08,Previous_National_Red_List_Category,Previous National Red List Category,,true,,,,,,
select_one qw3oq58,Current_National_Red_List_Category,Current National Red List Category,,true,,,,,,
note,LIFE_HISTORY_TRAITS_d_specify_this_below,"LIFE HISTORY TRAITS -  The next few questions relate to life history traits which can be used to inform and refine Ne:Nc ratios. If life history data does not exist for the species being assessed, but does exist for a closely related species believed or known to have a similar lifestyle, PLEASE answer the life history questions for the close relative and specify this below..",,false,,,,,,
select_one kc7jl82,Life_History_trait_Breeding_Strategy,Life History trait - Breeding Strategy,,false,,,,,,
integer,Life_history_trait_life_span_in_years,Life history trait - Longevity (life span) in years,,false,,,,,,
integer,Life_History_Trait_tion_Length_in_years,Life History Trait - Generation Length in years,,false,,,,,,
integer,Life_History_Trait_Age_at_Maturity,Life History Trait - Age at Maturity ,,false,,,,,,
integer,Life_History_Trait_from_Age_of_Maturity,Life History Trait - Age at First Reproduction (maybe different from Age of Maturity),,false,,,,,,
select_one kt09b45,Life_History_Trait_Social_Structure,Life History Trait - Social Structure,,false,,,,,,
text,source_status_distribution,"Source of species status and distribution (literature reference, website link, expert consultation)","Please list all relevant sources used in acquiring the species information separated by a semicolon (;). It is advised that all referenced documents are saved to a species specific folder in your personal records in case further consultation is required. If information was based on expert consultation, please provide name of expert(s).",true,multiline,,,,,
